id,name,group,area,chamber,start_date,end_date
5830756,ABEL MESQUITA JR.,PDT,RR,National Congress,1963,1967
5830601,ADAIL CARNEIRO,PHS,CE,National Congress,1963,1967
5830364,ADALBERTO CAVALCANTI,PTB,PE,National Congress,1963,1967
5830314,ADELMO CARNEIRO LEÃO,PT,MG,National Congress,1963,1967
5830370,ADELSON BARRETO,PTB,SE,National Congress,1963,1967
5830803,ADEMIR CAMILO,PROS,MG,National Congress,1963,1967
5830628,ADILTON SACHETTI,PSB,MT,National Congress,1963,1967
5830322,AELTON FREITAS,PR,MG,National Congress,1963,1967
5830319,AFONSO FLORENCE,PT,BA,National Congress,1963,1967
5830647,AFONSO HAMM,PP,RS,National Congress,1963,1967
5830619,AFONSO MOTTA,PDT,RS,National Congress,1963,1967
5830568,AGUINALDO RIBEIRO,PP,PB,National Congress,1963,1967
5830326,ALAN RICK,PRB,AC,National Congress,1963,1967
5830840,ALBERTO FILHO,PMDB,MA,National Congress,1963,1967
5830472,ALBERTO FRAGA,DEM,DF,National Congress,1963,1967
5830689,ALCEU MOREIRA,PMDB,RS,National Congress,1963,1967
5830329,ALESSANDRO MOLON,PT,RJ,National Congress,1963,1967
5830426,ALEX CANZIANI,PTB,PR,National Congress,1963,1967
5830591,ALEX MANENTE,PPS,SP,National Congress,1963,1967
5830373,ALEXANDRE BALDY,PSDB,GO,National Congress,1963,1967
5830381,ALEXANDRE LEITE,DEM,SP,National Congress,1963,1967
5830747,ALEXANDRE SERFIOTIS,PSD,RJ,National Congress,1963,1967
5830436,ALEXANDRE VALLE,PRP,RJ,National Congress,1963,1967
5830645,ALFREDO KAEFER,PSDB,PR,National Congress,1963,1967
5830771,ALFREDO NASCIMENTO,PR,AM,National Congress,1963,1967
5830336,ALIEL MACHADO,PCdoB,PR,National Congress,1963,1967
5830582,ALTINEU CÔRTES,PR,RJ,National Congress,1963,1967
5830565,ALUISIO MENDES,PSDC,MA,National Congress,1963,1967
5830422,ANDERSON FERREIRA,PR,PE,National Congress,1963,1967
5830799,ANDRE MOURA,PSC,SE,National Congress,1963,1967
5830481,ANDRES SANCHEZ,PT,SP,National Congress,1963,1967
5830650,ANDRÉ ABDON,PRB,AP,National Congress,1963,1967
5830614,ANDRÉ FIGUEIREDO,PDT,CE,National Congress,1963,1967
5830768,ANDRÉ FUFUCA,PEN,MA,National Congress,1963,1967
5830541,ANGELIM,PT,AC,National Congress,1963,1967
5830352,ANTONIO BALHMANN,PROS,CE,National Congress,1963,1967
5830609,ANTONIO BRITO,PTB,BA,National Congress,1963,1967
5830625,ANTONIO BULHÕES,PRB,SP,National Congress,1963,1967
5830802,ANTONIO CARLOS MENDES THAME,PSDB,SP,National Congress,1963,1967
5830702,ANTONIO IMBASSAHY,PSDB,BA,National Congress,1963,1967
5830587,ANTÔNIO JÁCOME,PMN,RN,National Congress,1963,1967
5830497,ANÍBAL GOMES,PMDB,CE,National Congress,1963,1967
5830761,ARLINDO CHINAGLIA,PT,SP,National Congress,1963,1967
5830487,ARNALDO FARIA DE SÁ,PTB,SP,National Congress,1963,1967
5830744,ARNALDO JORDY,PPS,PA,National Congress,1963,1967
5830664,ARNON BEZERRA,PTB,CE,National Congress,1963,1967
5830321,ARTHUR LIRA,PP,AL,National Congress,1963,1967
5830788,ARTHUR OLIVEIRA MAIA,SD,BA,National Congress,1963,1967
5830441,ARTHUR VIRGÍLIO BISNETO,PSDB,AM,National Congress,1963,1967
5830359,ASSIS CARVALHO,PT,PI,National Congress,1963,1967
5830386,ASSIS DO COUTO,PT,PR,National Congress,1963,1967
5830433,AUGUSTO CARVALHO,SD,DF,National Congress,1963,1967
5830811,AUGUSTO COUTINHO,SD,PE,National Congress,1963,1967
5830465,AUREO,SD,RJ,National Congress,1963,1967
5830536,BACELAR,PTN,BA,National Congress,1963,1967
5830607,BALEIA ROSSI,PMDB,SP,National Congress,1963,1967
5830613,BEBETO,PSB,BA,National Congress,1963,1967
5830741,BENITO GAMA,PTB,BA,National Congress,1963,1967
5830769,BENJAMIN MARANHÃO,SD,PB,National Congress,1963,1967
5830545,BETINHO GOMES,PSDB,PE,National Congress,1963,1967
5830714,BETO FARO,PT,PA,National Congress,1963,1967
5830451,BETO MANSUR,PRB,SP,National Congress,1963,1967
